#YYY/MM/DD,HH:mm:SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
9/12/2010,44:12.3,le,3.75,l,32.022,-115.091,10,D,10796437,35,2000
9/12/2010,44:53.4,le,3.12,l,34.73,-116.773,4,A,10796885,100,1925
9/14/2010,52:18.0,le,4.96,w,32.048,-115.198,10,C,10798005,72,1989
9/14/2010,58:39.2,le,3.15,l,32.188,-115.334,13,B,10798205,31,1717
9/15/2010,09:53.4,le,4.79,l,32.165,-115.247,13.8,B,10798845,27,2018
9/15/2010,23:13.2,le,3.37,l,32.295,-115.366,4.4,B,10799037,70,1758
9/16/2010,54:55.7,le,3.88,l,35.843,-117.677,4.6,A,10800093,63,0
9/17/2010,45:17.7,le,3.34,l,32.627,-115.705,4,A,14842932,37,1801
9/18/2010,40:37.3,le,3.94,l,32.216,-115.329,6.8,C,14843060,35,1799
9/18/2010,47:54.0,le,3.04,l,32.208,-115.34,8.8,C,14843140,23,1640
9/20/2010,30:02.4,le,4.75,w,32.026,-115.108,10,C,14844244,26,1994
9/20/2010,17:46.8,le,3.2,l,31.915,-115.108,10,C,14844332,22,1625
9/21/2010,22:49.6,le,3.38,l,32.251,-115.383,13.2,B,14845268,38,1710
9/21/2010,54:47.4,le,3.77,l,32.184,-115.276,6.2,C,14845508,33,1794
9/22/2010,18:21.7,le,4.67,l,31.137,-115.643,6,C,14845884,32,2010
9/22/2010,21:48.8,le,3.16,l,31.177,-115.678,6,C,14845900,16,1791
9/22/2010,25:28.3,le,3.58,l,31.227,-115.664,6,C,14845892,17,1735
9/24/2010,23:53.9,le,3.54,l,31.287,-115.592,6,C,14847052,25,2011
9/25/2010,47:38.0,le,4.21,l,31.267,-115.659,6,C,14847780,21,2035
9/25/2010,49:25.9,le,4.77,l,31.276,-115.622,6,C,14847788,19,2035
9/25/2010,52:47.7,le,3.57,l,31.247,-115.669,6,C,36781759,18,1731
9/26/2010,18:04.3,le,3.71,l,31.178,-115.77,6,C,14848092,21,2035
9/26/2010,23:02.3,le,3.31,l,31.261,-115.63,6,C,14848444,18,1646
9/27/2010,52:24.9,le,3.49,l,31.265,-115.573,6,C,14848652,19,1951
9/27/2010,05:35.7,le,3.08,l,31.26,-115.555,6,C,14848676,16,1746
9/28/2010,56:46.9,le,3.17,l,31.244,-115.659,6,C,14849324,15,1820
9/29/2010,15:49.6,le,3.32,l,31.231,-115.671,6,C,14849412,16,1867
9/29/2010,19:56.9,le,3.43,l,31.266,-115.612,6,C,14849556,25,1713
9/29/2010,26:55.1,le,3.37,l,31.8,-114.936,6,C,14849732,19,1919
9/30/2010,37:36.7,le,4.37,l,37.146,-117.364,6.4,C,14850084,54,2039
9/30/2010,38:48.6,le,3.2,l,37.167,-117.388,0,B,36878327,10,1873
9/30/2010,41:59.9,le,3.18,l,37.147,-117.373,5,B,14850092,34,1822
9/30/2010,51:53.2,le,3.08,l,37.143,-117.388,1.5,B,14850116,39,1834
9/30/2010,17:10.2,le,3.46,l,37.146,-117.382,3,B,14850172,40,1917
9/30/2010,17:02.3,le,3.71,l,37.142,-117.373,5.8,C,14850236,64,2008
9/30/2010,49:48.9,le,3.25,l,37.142,-117.377,4,B,14850396,30,1854
9/30/2010,15:48.0,le,3.2,l,37.173,-117.38,2.2,B,14850596,47,1849
10/1/2010,10:11.0,le,3.4,l,31.25,-115.657,6,C,14851172,18,1968
10/1/2010,40:34.9,le,3.11,l,31.263,-115.644,6,C,14851180,13,1814
10/1/2010,13:12.9,le,3.13,l,37.165,-117.377,1.6,A,14851196,61,1852
10/1/2010,03:01.5,le,3.16,l,32.237,-115.39,6.5,C,14851348,30,1750
10/2/2010,18:24.4,le,3.12,l,32.681,-115.894,4.8,A,14851956,53,1815
10/3/2010,10:11.7,le,3.32,l,37.175,-117.363,1.5,A,14852324,44,1869
10/3/2010,24:52.9,le,3.31,l,37.169,-117.379,1.9,A,14852380,46,1990
10/4/2010,25:45.8,le,3.11,l,37.171,-117.364,3.3,B,14852772,31,1815
10/5/2010,32:20.5,le,3.04,l,32.078,-115.216,10,C,14853612,13,1806
10/5/2010,22:47.1,le,4.03,l,37.155,-117.372,5.7,C,14853740,57,2008
10/5/2010,30:07.7,le,3.41,l,31.166,-115.739,6,C,14853924,14,1827
10/6/2010,58:06.9,le,3.94,l,33.147,-116.492,4.2,A,14854812,132,1922
10/7/2010,10:08.0,le,3.42,l,32.602,-115.74,10,C,14856188,56,1835
10/8/2010,27:21.5,le,3.2,l,32.588,-115.74,11.8,A,14856420,59,1782
10/8/2010,45:19.3,le,4.57,l,31.277,-115.642,0.7,B,14856756,28,2021
10/9/2010,01:45.8,le,3.82,l,32.2,-115.264,5.6,C,14857284,20,1798
10/9/2010,03:23.3,le,3.68,l,31.162,-115.759,6,C,14857756,32,1744
10/10/2010,16:02.3,le,3.21,l,31.123,-115.737,15,C,14858108,18,1537
10/12/2010,00:34.2,le,4.27,l,32.158,-115.29,5.6,C,14858988,58,2026
10/12/2010,58:59.3,le,3.17,l,33.002,-116.468,7.9,A,14859076,105,1865
10/12/2010,24:13.8,le,3.06,l,35.962,-117.663,3,A,14859364,60,1961
10/13/2010,20:47.3,le,3.48,l,31.54,-114.347,10,C,14860148,20,2017
10/13/2010,52:01.1,le,3.17,l,31.248,-115.646,6,C,14860372,26,0
10/15/2010,52:11.9,le,3.01,l,32.163,-115.299,12.7,C,14861300,26,1592
10/15/2010,05:20.1,le,3.23,l,32.115,-115.229,10,C,14861452,31,1598
10/16/2010,51:28.5,le,3.62,l,32.162,-115.254,0.8,B,14862044,32,1739
10/17/2010,56:57.0,le,3.44,l,32.088,-115.245,14.5,B,14862116,27,1681
10/18/2010,17:46.8,le,3.4,l,31.135,-115.629,6,C,14862564,19,267
10/18/2010,42:02.8,le,3.15,l,32.565,-115.722,7.7,C,14862860,61,1885
10/18/2010,42:56.4,le,3.16,l,32.255,-115.363,7.5,C,14862884,33,1735
10/19/2010,49:21.0,le,3.1,l,32.36,-115.219,14,B,14863932,22,1692
10/19/2010,58:43.0,le,3.74,l,32.084,-115.234,10,C,14864172,26,1734
10/20/2010,42:07.9,le,3.3,l,32.457,-115.578,14.6,A,14865028,44,1747
10/20/2010,05:28.9,le,3.99,l,31.376,-116.087,6,C,14865572,32,1959
10/20/2010,01:54.0,le,4.7,l,31.364,-116.091,6,C,10823629,34,1968
10/21/2010,54:50.0,le,3.8,l,31.359,-116.103,6,C,10823797,21,1737
10/23/2010,51:01.5,le,3.5,l,31.55,-117.72,6,C,10824605,24,2064
10/23/2010,27:21.0,le,3.11,l,32.16,-115.232,13.5,B,10824637,27,1683
10/25/2010,48:36.7,le,3.57,l,31.238,-115.671,6,C,10826077,21,2054
10/25/2010,45:36.5,le,3.73,l,35.068,-118.979,17.2,A,10826277,84,2030
10/25/2010,44:36.9,le,3.05,l,31.15,-115.745,10,C,10826437,24,1806
10/26/2010,04:37.5,le,3.02,l,32.184,-115.333,2.1,B,10826629,35,1669
10/28/2010,24:38.6,le,3.05,l,32.659,-115.728,13,A,14869892,34,1855
10/29/2010,02:55.4,le,3.54,l,32.001,-115.186,10,C,14870372,24,1839
10/29/2010,03:10.3,le,3.51,l,32.09,-115.08,10,C,14870428,11,1820
10/29/2010,04:12.4,le,3.86,l,31.978,-115.066,10,C,14870436,19,1867
10/29/2010,39:18.9,le,3.37,l,31.755,-114.845,10,C,14870636,18,1716
10/29/2010,03:21.8,le,3.88,l,32.828,-115.954,12.4,A,14870860,110,1997
10/29/2010,37:12.4,le,3,l,32.833,-115.952,9.5,A,14870876,58,1880
10/31/2010,42:35.4,le,3.1,l,34.992,-116.949,8.2,A,14871492,97,2047
11/2/2010,51:35.6,le,4.14,l,31.24,-115.65,10,C,14872932,26,2116
11/2/2010,39:52.3,le,3.58,l,31.241,-115.664,6,C,14872956,14,2111
11/2/2010,56:06.8,le,3.22,l,31.25,-115.656,6,C,14873220,26,1965
11/4/2010,23:53.8,le,4.05,l,31.27,-115.666,1.2,C,14874340,14,2126
11/4/2010,03:30.7,le,3.22,l,31.267,-115.635,10,C,14874404,11,1664
11/4/2010,39:59.6,le,4.57,l,32.864,-115.997,13.4,A,10832573,151,2098
11/5/2010,06:37.5,le,3.71,l,33.778,-118.155,18.4,A,10833357,142,2027
11/7/2010,37:46.0,le,4.05,l,31.267,-115.604,6,C,10834789,21,2105
11/7/2010,10:30.3,le,3.17,l,32.142,-115.21,15,C,10835133,28,1759
11/8/2010,03:34.1,le,3.12,l,32.224,-115.345,5.9,C,10835317,28,1812
11/9/2010,24:44.6,le,3.73,l,31.272,-115.658,6,C,10835981,15,1833
11/9/2010,57:24.8,le,3.26,l,32.65,-115.688,11.7,A,10835997,49,1864
11/9/2010,53:47.4,le,3,l,31.3,-115.632,6,C,10836085,11,1544
11/10/2010,28:59.6,le,3.72,l,31.922,-115.051,10,C,10836573,28,1800
11/10/2010,04:54.1,le,3.03,l,32.101,-115.183,6.4,C,10836613,22,1630
11/10/2010,17:07.0,le,3.79,l,31.241,-115.67,6,C,10836717,14,2105
11/10/2010,59:38.4,le,3.31,l,31.277,-115.648,6,C,10836941,18,1943
11/11/2010,21:53.1,le,3.02,l,32.106,-115.24,13.1,B,10837373,30,1666
11/12/2010,25:32.3,le,3,l,31.24,-115.706,6,C,10837581,15,1791
11/12/2010,32:53.9,le,3.56,l,31.249,-115.664,6,C,10837589,23,1781
11/12/2010,27:30.4,le,3.08,l,32.688,-115.537,16.3,A,10837941,49,1833
11/14/2010,37:19.6,le,3.35,l,32.156,-115.218,14.8,B,10838965,26,1761
11/16/2010,52:53.4,le,3.88,l,32.102,-115.225,15,C,10840013,33,1853
11/17/2010,46:14.5,le,3.16,l,33.987,-117.159,14.6,A,10840549,151,1995
11/17/2010,48:30.8,le,3.08,l,31.865,-114.913,10,C,10840885,15,1850
11/17/2010,58:42.9,le,3.68,l,33.004,-116.466,5.5,C,14883196,96,1944
11/18/2010,51:04.8,le,3.62,l,32.144,-115.219,12.3,B,14883684,29,1773
11/19/2010,56:55.0,le,3.75,l,33.388,-116.418,12.8,A,14883716,164,1948
11/23/2010,42:56.9,le,3.38,l,32.082,-115.178,14.4,B,14885260,21,1759
11/23/2010,47:39.1,le,3.17,l,32.603,-115.731,7.7,A,14885556,80,1757
11/25/2010,01:15.6,le,3.74,l,36.035,-117.781,2.4,A,14886020,69,1994
11/30/2010,59:48.2,le,3.17,l,32.117,-115.265,10,C,14888380,22,1310
12/1/2010,31:34.4,le,3.22,l,34.017,-117.227,16.9,A,14889324,122,1963
12/1/2010,53:10.5,le,3.28,l,35.964,-117.664,2.9,A,14889484,45,2005
12/1/2010,53:37.0,le,3.03,l,35.963,-117.663,2.8,A,14889492,39,2003
12/2/2010,59:42.7,le,3.31,l,32.271,-115.337,13.4,B,14890916,31,1837
12/3/2010,05:12.9,le,3.13,l,31.183,-115.754,10,C,14891380,14,1566
12/5/2010,22:32.2,le,3.63,l,32.63,-115.736,22.3,A,14892420,66,1874
12/8/2010,27:06.0,le,3.05,l,32.662,-115.942,6.9,A,14893948,66,1880
12/9/2010,09:11.6,le,3.83,l,32.62,-115.774,4.5,A,14894260,106,1974
12/9/2010,02:28.4,le,4.01,l,32.617,-115.771,4.1,A,14894372,118,2113
12/9/2010,50:00.8,le,3.17,l,32.089,-115.075,10,C,14894412,25,1658
12/10/2010,16:10.8,le,3.66,l,32.613,-115.764,4.8,A,14895060,54,1942
12/10/2010,44:38.4,le,3.91,l,33.139,-116.471,10.6,A,14895084,142,2044
12/11/2010,52:26.3,le,4.87,l,32.163,-115.264,13.1,B,14895612,41,2126
12/11/2010,47:50.3,le,3,l,32.153,-115.265,13.5,B,14895692,30,1764
12/11/2010,30:22.5,le,3.13,l,32.202,-115.264,10,C,14895764,13,186
12/12/2010,01:53.0,le,3.25,l,32.229,-115.271,14.6,B,14895956,29,1788
12/12/2010,26:27.0,le,3.18,l,32.185,-115.29,6.8,C,14896308,34,1834
12/13/2010,11:20.4,le,3.51,l,31.226,-115.68,0.6,A,14897084,33,2125
12/15/2010,27:47.3,le,3.27,l,33.026,-115.547,10.6,A,14898692,65,1877
12/15/2010,59:14.8,le,3.65,l,33.023,-115.54,10,A,14898924,63,1955
12/15/2010,16:47.9,le,4.37,l,33.033,-115.543,13.2,A,14898996,103,2111
12/15/2010,33:41.6,le,3.43,l,33.027,-115.541,13.2,A,14899068,40,1921
12/15/2010,35:03.8,le,3.88,l,33.02,-115.545,11.1,A,14899076,53,1987
12/15/2010,44:32.7,le,3.1,l,33.023,-115.538,8,A,14899164,62,1892
12/16/2010,15:07.3,le,3.15,l,34.031,-118.937,3,A,14900228,103,2043
12/16/2010,14:46.4,le,3.04,l,32.616,-115.767,4.6,A,14900260,43,1870
12/16/2010,20:07.3,le,3.1,l,32.585,-115.757,4.3,A,10858605,61,1891
12/18/2010,04:42.9,le,4.15,l,32.67,-115.83,10,A,10859133,119,2068
12/18/2010,45:03.1,le,3.58,l,32.663,-115.83,8.2,A,10859253,54,1909
12/18/2010,47:03.7,le,3.23,l,32.648,-115.827,8.7,A,10859261,32,1882
12/18/2010,47:10.2,le,3.24,l,32.671,-115.841,10.2,A,36907479,30,1885
12/18/2010,02:19.6,le,3.16,l,32.243,-115.251,14.9,B,10859485,26,1732
12/21/2010,01:49.6,le,3.36,l,32.919,-116.267,13,A,10860557,80,1834
12/23/2010,39:36.0,le,3.17,l,33.372,-116.425,7.2,A,10861101,158,1833
12/23/2010,19:14.1,le,3.09,l,32.237,-115.376,0.7,C,10861173,30,1654
12/23/2010,37:35.0,le,4.31,l,32.453,-115.564,15,C,10861221,92,1966
12/25/2010,20:16.9,le,3.01,l,32.084,-115.105,10,C,10861981,16,95
12/28/2010,38:37.7,le,3.78,l,33.188,-115.621,4.2,A,10863405,100,1924
12/28/2010,52:26.5,le,3.58,l,33.186,-115.62,4.1,A,10863557,102,1903
12/28/2010,36:50.4,le,3.6,l,34.511,-118.68,19.7,A,10863861,148,2005
12/29/2010,48:55.2,le,3.2,l,32.267,-115.359,13.6,B,10864213,33,1762
12/29/2010,04:39.3,le,3.06,l,32.202,-115.373,13,C,10864277,27,1692
12/29/2010,42:20.3,le,3.35,l,32.197,-115.381,0.1,B,10864317,23,1790
12/30/2010,37:20.8,le,3.8,l,32.992,-116.355,5,A,10864749,142,1939
12/31/2010,49:22.1,le,3.58,l,31.224,-115.647,2,C,10865037,19,1730
12/31/2010,59:32.6,le,3.07,l,32.243,-115.385,0,B,10865061,23,1712
12/31/2010,34:35.6,le,3.86,l,31.222,-115.631,4.2,B,10865109,18,192
1/1/2011,34:10.1,le,3.52,l,33.16,-115.644,1.8,A,10865293,99,1886
1/1/2011,00:46.8,le,3.16,l,33.163,-115.638,1.5,A,10865389,52,1858
1/3/2011,38:12.4,le,3.3,l,33.825,-116.986,12.7,A,10866637,206,1938
1/3/2011,57:58.9,le,3.12,l,31.268,-115.729,8,C,10866661,16,1545
1/7/2011,17:23.0,le,4.05,l,31.242,-115.565,6,C,10869405,36,1881
1/7/2011,19:21.3,le,4.04,l,31.258,-115.568,6,C,10869421,24,1913
1/7/2011,19:48.9,le,3.82,l,31.308,-115.691,6,C,36911159,19,1839
1/10/2011,26:04.8,le,3.11,l,33.227,-116.772,11.1,A,10871621,144,1959
1/11/2011,36:21.4,le,3.37,l,37.096,-117.388,5.5,C,10872013,24,1972
1/11/2011,29:21.4,le,3.53,l,31.193,-115.576,6,C,10872045,26,1772
1/11/2011,09:31.4,le,3.48,l,33.958,-120.576,2,B,10872109,33,1999
1/11/2011,51:34.3,le,3.37,l,33.94,-120.595,10.5,C,10872125,43,1966
1/11/2011,52:59.1,le,3.03,l,33.859,-118.458,14.1,A,10872205,105,2017
1/13/2011,17:54.1,le,3.83,l,31.268,-115.628,6,C,10873429,37,1753
1/16/2011,55:48.8,le,3.35,l,31.474,-114.293,10,C,10875229,13,120
1/17/2011,02:21.8,le,3.02,l,31.496,-114.344,10,C,10875685,14,136
1/18/2011,38:47.9,le,3.13,l,31.218,-115.726,6,C,10875797,17,1177
1/22/2011,23:17.0,le,3.22,l,31.157,-115.754,15,C,14920372,18,1268
1/23/2011,15:08.0,le,3.84,l,31.269,-115.637,6,C,14920756,23,1856
1/23/2011,29:59.9,le,4.83,l,31.285,-115.598,7.9,C,14920796,24,274
1/23/2011,45:14.0,le,3.05,l,31.251,-115.662,4.2,B,14920812,15,1640
1/23/2011,55:29.4,le,4.07,l,31.252,-115.677,7.4,A,14920828,24,2110
1/23/2011,57:00.9,le,3,h,31.182,-115.717,6,C,36933799,9,1441
1/23/2011,58:12.4,le,3,h,31.224,-115.695,6,C,36933839,8,1442
1/23/2011,47:24.5,le,4.15,l,32.217,-115.321,1.9,B,14920876,39,2107
1/23/2011,18:22.3,le,3.25,l,31.246,-115.676,4.9,B,14921060,16,1373
1/23/2011,31:23.8,le,3.22,l,32.66,-115.941,6.4,A,14921148,52,1910
1/24/2011,25:41.1,le,3.01,l,31.261,-115.642,5.2,B,14921180,19,1150
1/24/2011,32:35.2,le,3.12,l,31.209,-115.727,1.4,C,14921980,21,205
1/25/2011,53:21.5,le,3.27,l,31.253,-115.661,5.8,C,14922228,14,1648
1/26/2011,11:27.8,le,4.23,l,31.247,-115.681,3.1,B,14922580,21,2115
1/26/2011,56:54.2,le,3.49,l,31.246,-115.674,5.3,B,14922780,18,1600
1/26/2011,13:09.2,le,3.3,l,32.144,-115.228,15,C,14923004,21,1860
1/27/2011,29:46.2,le,3.17,l,35.079,-118.985,19.8,A,14923668,68,2078
1/28/2011,24:03.1,le,3.67,l,31.148,-115.747,15,C,14924292,14,1850
1/29/2011,06:04.5,le,3.47,l,31.253,-115.662,0.4,A,14924500,35,1797
1/31/2011,49:10.7,le,3.2,l,32.095,-115.179,10,C,14925276,16,1795
1/31/2011,46:29.7,le,3.47,l,32.669,-115.847,8.4,A,14925764,60,1948
2/1/2011,10:38.8,le,3.04,l,33.565,-118.315,3,A,14926364,115,2030
2/2/2011,53:33.5,le,3.15,l,32.148,-115.226,14.1,B,14927276,29,1765
2/3/2011,33:14.2,le,3.18,l,32.227,-115.322,5.7,C,14928124,28,1823
2/3/2011,23:02.2,le,3.18,l,31.16,-116.666,6,C,14929108,15,1743
2/4/2011,22:59.0,le,3.21,l,31.893,-116.088,10,C,14929340,42,1853
2/4/2011,31:33.7,le,3.05,l,32.134,-115.222,15,C,14929452,26,1739
2/5/2011,56:25.5,le,3.42,l,31.232,-115.552,10,C,14930004,19,1764
2/6/2011,56:01.0,le,3.95,l,32.647,-115.919,15,A,14930844,102,1998
2/8/2011,28:41.5,le,3.47,l,37.232,-117.836,6.9,C,14931444,37,2024
2/9/2011,06:45.7,le,3.25,l,33.942,-120.622,5.8,C,14932212,39,1802
2/12/2011,30:43.7,le,3.62,l,33.704,-116.832,17.2,A,10891517,202,2057
2/13/2011,02:37.6,le,3.16,l,32.154,-115.279,13,B,10892245,23,1777
2/13/2011,25:09.5,le,4.08,l,32.171,-115.284,13.5,B,10892285,36,2129
2/14/2011,17:00.5,le,3.42,l,32.188,-115.288,6,C,10892325,28,1870
2/14/2011,32:47.4,le,3.11,l,32.168,-115.283,6.6,C,10892469,27,1767
2/17/2011,13:18.8,le,3.29,l,32.231,-115.309,3.6,B,10894053,19,1663
2/18/2011,35:19.9,le,3.67,l,31.899,-115.042,10,C,14937356,22,1833
2/18/2011,42:47.1,le,3.64,l,31.854,-115.014,7,C,14937364,15,2076
2/18/2011,47:35.8,le,5.07,w,32.047,-115.062,15,C,14937372,63,2078
2/18/2011,50:55.2,le,3.94,l,32.02,-115.04,10,C,10171182,15,2076
2/18/2011,52:03.9,le,3.82,l,32.1,-115.101,10,C,10171202,16,2076
